VariableGroup,Subgroup,Variable,Area,Year,Value,Unit,Symbol,IsAggregate
Water resources,Exploitable water resources and dam capacity,Exploitable: regular renewable groundwater,Latvia,2019,1.8,10^9 m3/year,I,FALSE
Water resources,Exploitable water resources and dam capacity,Exploitable: regular renewable groundwater,Latvia,2020,1.8,10^9 m3/year,I,FALSE
Water resources,Exploitable water resources and dam capacity,Exploitable: regular renewable groundwater,Latvia,2021,1.8,10^9 m3/year,I,FALSE
Water resources,Exploitable water resources and dam capacity,Exploitable: regular renewable groundwater,Lebanon,2017,0.5,10^9 m3/year,-,FALSE
Water resources,Exploitable water resources and dam capacity,Exploitable: regular renewable groundwater,Lebanon,2018,0.5,10^9 m3/year,-,FALSE
Water resources,Exploitable water resources and dam capacity,Exploitable: regular renewable groundwater,Lebanon,2019,0.5,10^9 m3/year,I,FALSE
Water resources,Exploitable water resources and dam capacity,Exploitable: regular renewable groundwater,Lebanon,2020,0.5,10^9 m3/year,I,FALSE
Water resources,Exploitable water resources and dam capacity,Exploitable: regular renewable groundwater,Lebanon,2021,0.5,10^9 m3/year,I,FALSE
Water resources,Exploitable water resources and dam capacity,Exploitable: regular renewable groundwater,Libya,2017,0.5,10^9 m3/year,-,FALSE
Water resources,Exploitable water resources and dam capacity,Exploitable: regular renewable groundwater,Libya,2018,0.5,10^9 m3/year,-,FALSE
Water resources,Exploitable water resources and dam capacity,Exploitable: regular renewable groundwater,Libya,2019,0.5,10^9 m3/year,I,FALSE
Water resources,Exploitable water resources and dam capacity,Exploitable: regular renewable groundwater,Libya,2020,0.5,10^9 m3/year,I,FALSE
Water resources,Exploitable water resources and dam capacity,Exploitable: regular renewable groundwater,Libya,2021,0.5,10^9 m3/year,I,FALSE
Water resources,Exploitable water resources and dam capacity,Exploitable: regular renewable groundwater,Luxembourg,2017,0,10^9 m3/year,-,FALSE
Water resources,Exploitable water resources and dam capacity,Exploitable: regular renewable groundwater,Luxembourg,2018,0,10^9 m3/year,-,FALSE
Water resources,Exploitable water resources and dam capacity,Exploitable: regular renewable groundwater,Luxembourg,2019,0,10^9 m3/year,I,FALSE
Water resources,Exploitable water resources and dam capacity,Exploitable: regular renewable groundwater,Luxembourg,2020,0,10^9 m3/year,I,FALSE
Water resources,Exploitable water resources and dam capacity,Exploitable: regular renewable groundwater,Luxembourg,2021,0,10^9 m3/year,I,FALSE
Water resources,Exploitable water resources and dam capacity,Exploitable: regular renewable groundwater,Malta,2017,0.015,10^9 m3/year,I,FALSE
Water resources,Exploitable water resources and dam capacity,Exploitable: regular renewable groundwater,Malta,2018,0.015,10^9 m3/year,I,FALSE
Water resources,Exploitable water resources and dam capacity,Exploitable: regular renewable groundwater,Malta,2019,0.015,10^9 m3/year,I,FALSE
Water resources,Exploitable water resources and dam capacity,Exploitable: regular renewable groundwater,Malta,2020,0.015,10^9 m3/year,I,FALSE
Water resources,Exploitable water resources and dam capacity,Exploitable: regular renewable groundwater,Malta,2021,0.015,10^9 m3/year,I,FALSE
Water resources,Exploitable water resources and dam capacity,Exploitable: regular renewable groundwater,Mauritania,2017,0.88,10^9 m3/year,-,FALSE
Water resources,Exploitable water resources and dam capacity,Exploitable: regular renewable groundwater,Mauritania,2018,0.88,10^9 m3/year,-,FALSE
Water resources,Exploitable water resources and dam capacity,Exploitable: regular renewable groundwater,Mauritania,2019,0.88,10^9 m3/year,I,FALSE
Water resources,Exploitable water resources and dam capacity,Exploitable: regular renewable groundwater,Mauritania,2020,0.88,10^9 m3/year,I,FALSE
Water resources,Exploitable water resources and dam capacity,Exploitable: regular renewable groundwater,Mauritania,2021,0.88,10^9 m3/year,I,FALSE
Water resources,Exploitable water resources and dam capacity,Exploitable: regular renewable groundwater,Mauritius,2017,0.168,10^9 m3/year,-,FALSE
Water resources,Exploitable water resources and dam capacity,Exploitable: regular renewable groundwater,Mauritius,2018,0.168,10^9 m3/year,-,FALSE
Water resources,Exploitable water resources and dam capacity,Exploitable: regular renewable groundwater,Mauritius,2019,0.168,10^9 m3/year,I,FALSE
Water resources,Exploitable water resources and dam capacity,Exploitable: regular renewable groundwater,Mauritius,2020,0.168,10^9 m3/year,I,FALSE
Water resources,Exploitable water resources and dam capacity,Exploitable: regular renewable groundwater,Mauritius,2021,0.168,10^9 m3/year,I,FALSE
Water resources,Exploitable water resources and dam capacity,Exploitable: regular renewable groundwater,Morocco,2017,4,10^9 m3/year,E,FALSE
Water resources,Exploitable water resources and dam capacity,Exploitable: regular renewable groundwater,Morocco,2018,4,10^9 m3/year,E,FALSE
Water resources,Exploitable water resources and dam capacity,Exploitable: regular renewable groundwater,Morocco,2019,4,10^9 m3/year,I,FALSE
Water resources,Exploitable water resources and dam capacity,Exploitable: regular renewable groundwater,Morocco,2020,4,10^9 m3/year,I,FALSE
Water resources,Exploitable water resources and dam capacity,Exploitable: regular renewable groundwater,Morocco,2021,4,10^9 m3/year,I,FALSE
Water resources,Exploitable water resources and dam capacity,Exploitable: regular renewable groundwater,Namibia,2017,0.3,10^9 m3/year,-,FALSE
Water resources,Exploitable water resources and dam capacity,Exploitable: regular renewable groundwater,Namibia,2018,0.3,10^9 m3/year,-,FALSE
Water resources,Exploitable water resources and dam capacity,Exploitable: regular renewable groundwater,Namibia,2019,0.3,10^9 m3/year,I,FALSE
Water resources,Exploitable water resources and dam capacity,Exploitable: regular renewable groundwater,Namibia,2020,0.3,10^9 m3/year,I,FALSE
Water resources,Exploitable water resources and dam capacity,Exploitable: regular renewable groundwater,Namibia,2021,0.3,10^9 m3/year,I,FALSE
Water resources,Exploitable water resources and dam capacity,Exploitable: regular renewable groundwater,Netherlands (Kingdom of the),2017,1.9,10^9 m3/year,-,FALSE
Water resources,Exploitable water resources and dam capacity,Exploitable: regular renewable groundwater,Netherlands (Kingdom of the),2018,1.9,10^9 m3/year,-,FALSE
Water resources,Exploitable water resources and dam capacity,Exploitable: regular renewable groundwater,Netherlands (Kingdom of the),2019,1.9,10^9 m3/year,I,FALSE
Water resources,Exploitable water resources and dam capacity,Exploitable: regular renewable groundwater,Netherlands (Kingdom of the),2020,1.9,10^9 m3/year,I,FALSE
Water resources,Exploitable water resources and dam capacity,Exploitable: regular renewable groundwater,Netherlands (Kingdom of the),2021,1.9,10^9 m3/year,I,FALSE
Water resources,Exploitable water resources and dam capacity,Exploitable: regular renewable groundwater,Nigeria,2017,59.51,10^9 m3/year,-,FALSE
Water resources,Exploitable water resources and dam capacity,Exploitable: regular renewable groundwater,Nigeria,2018,59.51,10^9 m3/year,-,FALSE
Water resources,Exploitable water resources and dam capacity,Exploitable: regular renewable groundwater,Nigeria,2019,59.51,10^9 m3/year,I,FALSE
Water resources,Exploitable water resources and dam capacity,Exploitable: regular renewable groundwater,Nigeria,2020,59.51,10^9 m3/year,I,FALSE
Water resources,Exploitable water resources and dam capacity,Exploitable: regular renewable groundwater,Nigeria,2021,59.51,10^9 m3/year,I,FALSE
Water resources,Exploitable water resources and dam capacity,Exploitable: regular renewable groundwater,Norway,2017,0,10^9 m3/year,-,FALSE
Water resources,Exploitable water resources and dam capacity,Exploitable: regular renewable groundwater,Norway,2018,0,10^9 m3/year,-,FALSE
Water resources,Exploitable water resources and dam capacity,Exploitable: regular renewable groundwater,Norway,2019,0,10^9 m3/year,I,FALSE
Water resources,Exploitable water resources and dam capacity,Exploitable: regular renewable groundwater,Norway,2020,0,10^9 m3/year,I,FALSE
Water resources,Exploitable water resources and dam capacity,Exploitable: regular renewable groundwater,Norway,2021,0,10^9 m3/year,I,FALSE
Water resources,Exploitable water resources and dam capacity,Exploitable: regular renewable groundwater,Oman,2017,0,10^9 m3/year,-,FALSE
Water resources,Exploitable water resources and dam capacity,Exploitable: regular renewable groundwater,Oman,2018,0,10^9 m3/year,-,FALSE
Water resources,Exploitable water resources and dam capacity,Exploitable: regular renewable groundwater,Oman,2019,0,10^9 m3/year,I,FALSE
Water resources,Exploitable water resources and dam capacity,Exploitable: regular renewable groundwater,Oman,2020,0,10^9 m3/year,I,FALSE
Water resources,Exploitable water resources and dam capacity,Exploitable: regular renewable groundwater,Oman,2021,0,10^9 m3/year,I,FALSE
Water resources,Exploitable water resources and dam capacity,Exploitable: regular renewable groundwater,Palestine,2017,0.54,10^9 m3/year,-,FALSE
Water resources,Exploitable water resources and dam capacity,Exploitable: regular renewable groundwater,Palestine,2018,0.54,10^9 m3/year,-,FALSE
Water resources,Exploitable water resources and dam capacity,Exploitable: regular renewable groundwater,Palestine,2019,0.54,10^9 m3/year,I,FALSE
Water resources,Exploitable water resources and dam capacity,Exploitable: regular renewable groundwater,Palestine,2020,0.54,10^9 m3/year,I,FALSE
Water resources,Exploitable water resources and dam capacity,Exploitable: regular renewable groundwater,Palestine,2021,0.54,10^9 m3/year,I,FALSE
Water resources,Exploitable water resources and dam capacity,Exploitable: regular renewable groundwater,Philippines,2017,20.2,10^9 m3/year,I,FALSE
Water resources,Exploitable water resources and dam capacity,Exploitable: regular renewable groundwater,Philippines,2018,20.2,10^9 m3/year,I,FALSE
Water resources,Exploitable water resources and dam capacity,Exploitable: regular renewable groundwater,Philippines,2019,20.2,10^9 m3/year,I,FALSE
Water resources,Exploitable water resources and dam capacity,Exploitable: regular renewable groundwater,Philippines,2020,20.2,10^9 m3/year,I,FALSE
Water resources,Exploitable water resources and dam capacity,Exploitable: regular renewable groundwater,Philippines,2021,20.2,10^9 m3/year,I,FALSE
Water resources,Exploitable water resources and dam capacity,Exploitable: regular renewable groundwater,Portugal,2017,4,10^9 m3/year,-,FALSE
Water resources,Exploitable water resources and dam capacity,Exploitable: regular renewable groundwater,Portugal,2018,4,10^9 m3/year,-,FALSE
Water resources,Exploitable water resources and dam capacity,Exploitable: regular renewable groundwater,Portugal,2019,4,10^9 m3/year,I,FALSE
Water resources,Exploitable water resources and dam capacity,Exploitable: regular renewable groundwater,Portugal,2020,4,10^9 m3/year,I,FALSE
Water resources,Exploitable water resources and dam capacity,Exploitable: regular renewable groundwater,Portugal,2021,4,10^9 m3/year,I,FALSE
Water resources,Exploitable water resources and dam capacity,Exploitable: regular renewable groundwater,Romania,2017,4.5,10^9 m3/year,-,FALSE
Water resources,Exploitable water resources and dam capacity,Exploitable: regular renewable groundwater,Romania,2018,4.5,10^9 m3/year,-,FALSE
Water resources,Exploitable water resources and dam capacity,Exploitable: regular renewable groundwater,Romania,2019,4.5,10^9 m3/year,I,FALSE
Water resources,Exploitable water resources and dam capacity,Exploitable: regular renewable groundwater,Romania,2020,4.5,10^9 m3/year,I,FALSE
Water resources,Exploitable water resources and dam capacity,Exploitable: regular renewable groundwater,Romania,2021,4.5,10^9 m3/year,I,FALSE
Water resources,Exploitable water resources and dam capacity,Exploitable: regular renewable groundwater,Somalia,2017,0.6,10^9 m3/year,-,FALSE
Water resources,Exploitable water resources and dam capacity,Exploitable: regular renewable groundwater,Somalia,2018,0.6,10^9 m3/year,-,FALSE
Water resources,Exploitable water resources and dam capacity,Exploitable: regular renewable groundwater,Somalia,2019,0.6,10^9 m3/year,I,FALSE
Water resources,Exploitable water resources and dam capacity,Exploitable: regular renewable groundwater,Somalia,2020,0.6,10^9 m3/year,I,FALSE
Water resources,Exploitable water resources and dam capacity,Exploitable: regular renewable groundwater,Somalia,2021,0.6,10^9 m3/year,I,FALSE
Water resources,Exploitable water resources and dam capacity,Exploitable: regular renewable groundwater,South Africa,2017,1.042,10^9 m3/year,-,FALSE
Water resources,Exploitable water resources and dam capacity,Exploitable: regular renewable groundwater,South Africa,2018,1.042,10^9 m3/year,-,FALSE
Water resources,Exploitable water resources and dam capacity,Exploitable: regular renewable groundwater,South Africa,2019,1.042,10^9 m3/year,I,FALSE
Water resources,Exploitable water resources and dam capacity,Exploitable: regular renewable groundwater,South Africa,2020,1.042,10^9 m3/year,I,FALSE
Water resources,Exploitable water resources and dam capacity,Exploitable: regular renewable groundwater,South Africa,2021,1.042,10^9 m3/year,I,FALSE
Water resources,Exploitable water resources and dam capacity,Exploitable: regular renewable groundwater,Spain,2017,4.5,10^9 m3/year,-,FALSE
Water resources,Exploitable water resources and dam capacity,Exploitable: regular renewable groundwater,Spain,2018,4.5,10^9 m3/year,-,FALSE
Water resources,Exploitable water resources and dam capacity,Exploitable: regular renewable groundwater,Spain,2019,4.5,10^9 m3/year,I,FALSE
